Artist,TrackName,Lyrics,AgeAppropriate
Sabrina Carpenter,Tears,"Mm Mm-hmm Uh (Shikitah) I get wet at the thought of you (Uh-huh) Being a responsible guy (Shikitah) Treating me like you're supposed to do (Uh-huh) Tears run down my thighs A little initiative can go a very long, long way Baby, just do the dishes, I'll give you what you (What you), what you want A little communication, yes, that's my ideal foreplay Assemble a chair from IKEA, I'm like, ""Uh"" (Uh) I get wet at the thought of you (Uh-huh) Being a responsible guy (So responsible) (Shikitah) Treating me like you're supposed to do (Uh-huh) Tears run down my thighs A little respect for women can get you very, very far Remembering how to use your phone gets me oh so, oh so, oh so hot Considering I have feelings, I'm like, ""Why are my clothes still on?"" (Mm) Offering to do anything, I'm like, ""Oh my God"" (Uh) I get wet at the thought of you (Thought of you; uh-huh) Being a responsible guy (So responsible) (Shikitah) Treating me like you're supposed to do (Uh-huh) Tears run down my thighs I get wet at the thought of you (I get) Being a responsible guy (Responsible guy) (Oh so, oh so, oh so, oh so) Treating me like you're supposed to do (Supposed to do) Tears run down my thighs (Dance break) No So responsible No I get wet at the thought of you (Uh-huh) Being a responsible guy (Guy; so responsible) (Shikitah) Treating me like you're supposed to do (Uh-huh; oh) Tears run down my thighs (Shikitah)",0
Sam Smith,Unholy (feat. Kim Petras) - ACRAZE Remix,"Mummy don't know Daddy's getting hot At the body shop Doing something unholy Lucky, lucky girl Lucky, lucky girl (Yeah, yeah) Lucky, lucky girl Lucky, lucky A lucky Lucky, lucky (Oh, baby) Lucky, lucky (Yeah) Lucky (Yeah, yeah) Lucky A lucky, lucky girl She got married to a boy like you She'd kick you out if she ever, ever knew 'Bout all the **** you tell me that you do Dirty, dirty boy You know everyone is talkin' on the scene I hear them whisperin' 'bout the places that you've been And how you don't know how to keep your business clean Mummy don't know Daddy's getting hot At the body shop Doin' somethin' unholy He's sat back while she's droppin' it She be poppin' it Yeah, she put it down slowly Oh-ee-oh-ee-oh, he left his kids at Ho-ee-oh-ee-ome so he can get that Mummy don't know Daddy's getting hot At the body shop Doin' somethin' unholy Mm, daddy, daddy, if you want it, drop the addy (Yeah, yeah) Give me love, give me Fendi, my Balenciaga daddy You gon' need to bag it up 'cause I'm spendin' on Rodeo (Woo) You can watch me back it up, I'll be gone in the A.M. (Yeah) And he, he get me Prada, get me Miu Miu like Rihanna (Ah) He always call me 'cause I never cause no drama And when you want it, baby, I know I got you covered And when you need it, baby, just jump under the covers (Yeah) Mummy don't know Daddy's getting hot (Hot) At the body shop (Shop) Doin' somethin' unholy He's sat back while she's droppin' it (She) She be poppin' it (She) Yeah, she put it down slowly Oh-ee-oh-ee-oh, he left his kids at Ho-ee-oh-ee-ome so he can get that Mummy don't know Daddy's getting hot At the body shop Doin' somethin' unholy (Lucky, lucky girl) (Lucky, lucky girl) (Lucky, lucky girl) (Lucky, lucky girl)",1
Plies,Becky,"Can Miss Becky please raise her hand, bruh? I need some of that good head right now, bruh I need that Becky I'm on this liquor, oh, so heavy 'Fore we fuck, can you neck me? A lil' head, and I am ready I want yo' mouth, give me that Becky Keep that pussy, I want yo throat Front that head 'fore you go Wet yo' mouth 'fore you blow Must get Becky 'fore I bow You Miss Becky? Let me know Licky, licky, I love that, bro Head nigga, that's 'fo sho I'mma lock yo jaws 'fore I go I'm on this liquor, oh, so heavy 'Fore we fuck, can you neck me? A lil' head, and I am ready I want yo' mouth, give me that Becky I'm on this liquor, oh, so heavy 'Fore we fuck, can you neck me? A lil' head, and I am ready I want yo' mouth, give me that Becky Like pussy, love head Will pay, I got that bread Open yo mouth 'fore you open yo' legs Man down, I am dead Suck no dick? Can't get in my bed Heard me right, that's what I said Drop that spit right on that head Squeeze that meat and hit that head Tired of pussy, I'm retired Ain't fuckin' her, got too many mouths Will put poll right in her mouth Babbit pussy ain't my style Fine head make me smile Put that mayonnaise on your child Gotta be grown to fuck with Plies The longer you suck, the longer I whyle Just got Becky, I can't move I love Becky, yes, I do I get Becky, I am glued Give me Becky, I'll do you You don't do Becky, bye-bye, boo I love Becky like my jewels You don't like Becky, you a fool Oughta put Becky on the new Becky, Becky, she so cool I don't get Becky, I can't sleep I need Becky 'fore I beat Becky, Becky, marry me Gimme that Becky, gimme that Becky Gimme that Becky, gimme that Becky Gimme that Becky, gimme that Becky Gimme that Becky, gimme that Becky",0
Ginuwine,Sex (featuring Solé) (feat. Solé),"Looking good plenty tight Tell me is there any more room for me In those jeans Pretty thick like I like it Tell me Is there any more room for me In those jeans Looking tasty really scrumptious Tell me is there any more room for me In those jeans Looking good plenty tight Is there any more room for me In those jeans Got on my ride seen you from a far And I couldn't stop myself from looking hard You wore these jeans Girl you wore These jeans and you Made a thug wanna cry something terrible I had to have, have you for myself baby You don't know What those jeans do to me Make me wanna get down on one knee You got that thunder And it only makes me wonder how it Feels To get up in those jeans Oh those jeans You are the bomb Girl you tight to death I don't know the words to say to you All that i know, baby all i know is that I'm loving what I see and I'm feeling you I wanna know, all I wanna know is if I could have what's up in those jeans Baby can I have what's up in those jeans Don't get alarmed cause I don't mean no harm But I love the way you Wear those jeans Levis, Prada, BabyPhat, I love them Love the way you, wearing them I love them can Calvin, Iceberg Sergio, I love them Trying to get inside of those Yeah Yeah Yeah I wanna say that them jeans looking good fitting right Baby damn those jeans Any kind doesn't matter you could win 'em You look fine Baby damn those jeans Anytime that I see you I want in, you wear them well Baby damn those jeans You the shit you the bomb All I wanna know is can I have what's in those jeans Can I get in those can I baby Hmmmmm I like it, I love it I want it all the time Sex I crave it, I needs it It's always on my mind Sex I like it (I like it), I love it (I love it) I want it all the time Sex I crave it (I crave it), I needs it (I need it) It's always on my mind Sex I gotta show the other freaky side of me Girl I wanna give you every inch of me Jump up in my truck and let me take you there Let you ride all through the night I'm a sexaholic and I'm cool with it So let me eat the kitty 'til I'm through with it Wanna see you shakin' 'cause you lovin' it The pleasure's all mine I want it all the time Sex It's always on my mind Sex It's just a part of me Sex I love I love it anywhere Sex The bed, the floor or chair Sex It's just a part of me Sex I love Looking good plenty tight Tell me is there any more room for me In those jeans Pretty thick like I like it Tell me Is there any more room for me In those jeans (is there any, is there any, baby is there) Looking tasty really scrumptious Tell me is there any more room for me In those jeans Looking good plenty tight Is there any more room for me In those jeans",0
Doja Cat,Ain't Shit,"Man This happened one, two, three times too much These dumb-ass niggas Niggas ain't shit, come up in your crib All up in your fridge, can't pay rent Look at what you did Listen to your friends When they said niggas ain't shit, 'cause Niggas ain't shit, come up in your crib All up in your fridge, can't pay rent Look at what you did Listen to your friends When they said niggas ain't shit, 'cause Umm, you could say that again Niggas is square like Madison I can't even really get mad at them They fall, then I gotta facepalm Shook him like an 8-ball and it's embarrassin' Ten-page text, shoulda wrote a book, coulda made a bag But he broke and he still waitin' 'til I can chill And he really think I'ma get back to him Doin' too much, relax a bit Actin' like that 'cause your dad's a bitch Must be the way that the planets is Must be your face 'cause it's not your dick I'm a freak, not a masochist Shoulda known you had the baddest bitch Left on read and can't give head Really, you ain't shit, need a laxative Niggas ain't shit, come up in your crib All up in your fridge, can't pay rent Look at what you did Listen to your friends When they said niggas ain't shit, 'cause Niggas ain't shit, come up in your crib All up in your fridge, can't pay rent Look at what you did Listen to your friends When they said, niggas ain't shit, 'cause Said that's not cheatin' if I wasn't with your ass, yo (It's not) You kept secrets and your cousin told me that, so (Your cousin) Logical thinkin' is just somethin' that you lack, so What you even mad for? Lookin' like a stick up in your asshole (Mhm) I'm not your mommy, nigga, (What?) find a new hobby, nigga Return your fob get picked up, your shit's in the lobby, nigga (Go off) I'm not gon' key your car, or call your fuckin' mom (Wow) You should have paid my rent, (Woah) go get a fuckin' job (Ahh) Niggas ain't shit, come up in your crib All up in your fridge, can't pay rent Look at what you did Listen to your friends When they said niggas ain't shit, 'cause Niggas ain't shit, come up in your crib All up in your fridge, can't pay rent Look at what you did Listen to your friends When they said niggas ain't shit, 'cause",0
Pop Smoke,Backseat (feat. PnB Rock),"Yeah, yeah-yeah-yeah, yeah (Oh-oh) Oh-oh Yeah, yeah-yeah-yeah, yeah (Oh-oh) Ayy, like here we go, here we go, here we go now Me and you catchin' vibes when it go down Late nights in Dubai, it's a coupe (Skrrt) Been fallin' fast, can't lie, it's the truth (Nah) Like here we go, here we go, here we go now (Here we go) I swear I feel like I've been here before now Girl, you made me cut off all my hoes (All my hoes) And I'd rather chill with you than with my bros (All my bros) So let's get high in the back seat Park up on the back street behind your house (Back street behind your house) As long as we keep them lights down And the noise down, he can never find out (He can never find out), yeah So let's get high in the back seat Park up on the back street, behind your house (Back street behind your house) As long as we keep them lights down And the noise down, he can never find out (He will never ever find out), yeah Oh-oh, yeah-yeah, yeah-yeah (Here we go) Oh yeah, oh yeah (Ayy) Oh, oh-oh-oh (Here we go) Oh, oh-oh-oh Oh, oh-oh-oh (Here we go) Oh, oh-oh-oh (Down, he can never find out) Look, here we go, baby, here we go Shawty, why you playin'? I could put your neck on froze Drip you in designer, we all up in the stores Gucci on your body, even on your drawers I swear you got me 'bout to risk it all Would you be there if I was to fall? There's some things I gotta know (Gotta know) Girl, can I trust you for sure? 'Cause we can go, smoke dope in the Rolls Two doors, skrrt-skrrt, takin' off We can go, anywhere you wanna go Twist and smoke as you play your role, play your role Play your role, I might take you home, meet my gang Show you that I'm nothin' like these other lames Shawty, you know you could be my new main I could put you on some new things Oh-oh, yeah-yeah, yeah-yeah (Here we go) Oh yeah, oh yeah Oh, oh-oh-oh (Here we go) Oh, oh-oh-oh Oh, oh-oh-oh (Here we go) Oh, oh-oh-oh (Down, he can never find out)",0
Re-Flex,The Politics of Dancing,"We got the message I heard it on the airwaves The politicians are now DJs The broadcast was spreading Station to station Like an infection across the nation Though you know you can't stop it When they start to play, you gotta get out the way The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? We're under pressure Yes, we're counting on you Like what you say is what you do It's in the papers, ooh, it's on your TV news Ooh, the application is just a point of view Well, you know you can't stop it When they start to play, you gotta get out the way The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? Yeah The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? The politics of dancing The politics of, ooh, feeling good The politics of moving, aha Is this message understood? The politics of dancing The politics of, ooh, feeling good",0
Kane Brown,Thank God,"I was lost, you found a way to bring me back Needed forgiveness, you always gave me that Girl, I'm a witness of your love 'cause you don't be givin' up And it's crazy how you saved me Hand on the Bible Don't know how I got you But I couldn't ask for more Girl, what we got's worth thanking God for So thank God I get to wake up by your side And thank God your hand fits perfectly in mine And thank God you loved me when you didn't have to But you did, and you do, and He knew Thank God for giving me you (Hey, yeah) Thank God, thank God (Hey, yeah) For giving me you Never thought I'd find an angel undercover Made a change to evеrything from my heart to my last name, hey Hard to tеll, when he fell, that boy was Heaven sent And every night when I close my eyes, before I say ""Amen"" I thank God I get to wake up by your side And thank God your hand fits perfectly in mine And thank God you loved me when you didn't have to But you did, and you do, and He knew Thank God for giving me you Thank God, thank God, yeah, yeah Thank God, ooh-ooh Hand on the Bible Don't know how I got you I couldn't ask for more Girl, what we got's worth thanking God for So thank God I get to wake up by your side And thank God your hand fits perfectly in mine And thank God you loved me when you didn't have to But you did, and you do, and He knew Thank God for giving me you Thank God, thank God Thank God, yeah, yeah, thank God Thank God for giving me you Thank God (Ooh), yeah, thank God (Oh) Thank God Thank God for giving me you",1
Kidz Bop Kids,HandClap,"Turn it up! Somebody save your soul 'cause you’ve been sinning in this city I know Too many troubles, all these lovers got you losing control You're like a gin to me, a luxury, my sugar and gold I want the good life, in this good life you're a hard one to hold ’Cause you don't even know I can make your hands clap Said I can make your hands clap Somebody save your soul 'cause you've been sinning in this city I know Too many troubles, all these lovers got you losing control You're like a gin to me, a luxury, my sugar and gold I want your love and attention when I'm seein' you close 'Cause you don’t even know I can make your hands clap Said I can make your hands clap Every night whеn the stars come out Am I the only living soul around? Need to bеlieve you could be around ’Cause I'm in need of somethin’ good right now We could be dancing till the sun comes out And when we stop we'd be the only sound Get on my knees and say a prayer, James brown That I can make your hands clap That I can make your hands clap Turn it up That I can make your hands clap My mind is searchin' for the worst and best, don't ever deny It’s like a stranger, re-arrange all the wrongs and the rights Secrets on broadway to the freeway, you're a keeper of crimes Fear no conviction, grapes of wrath can only sweeten our time But you don't even know I can make your hands clap Said I can make your hands clap Every night when the stars come out Am I the only living soul around? Need to believe you could be around 'Cause I'm in need of somethin' good right now We could be dancig till the sun comes out And when we stop we'd be the only sound Get on my knees and say a prayer, James brown That I can make your hands clap That I can make your hands clap That I can make your hands clap That I can make your hands clap So can I get a hand clap?",1
Kidz Bop Kids,Easy On Me,"There ain't no gold in this river That I've been washing my hands in forever I know there is hope in these waters But I can't bring myself to swim When I am drowning in this silence Baby, let me in Go easy on me, baby I was still a child Didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me There ain't no room for our things to change When we are both so deeply stuck in our ways You can't deny how hard I've tried I changed who I was to put you both first But now I give up Go easy on mе, baby I was still a child Didn't get the chance to Feel thе world around me Had no time to choose what I chose to do So go easy on me I had good intentions And the highest hopes But I know right now It probably doesn't even show Go easy on me, baby I was still a child I didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me",1
Roger Alan Wade,Gone Back to Whorin',"She's a gone back to whorin, that's what I heard She's somewhere snorin, With some old rich bird You knoe th things that I gave her, must a got kinda borin Last that I heard she done, gone back to whorin Shes a gone back to whorin, this ain't her first rodeo Shes makin a fortune, screwin dudes she don't know I asked her she told me, darling its my job To suck the chrome off a trailer hitch, and suck the corn off the cob She done gone back to whorin, this ain't her first time I got some but lovin but Im down to my last dime She looked like an angel, but my life's a wreck I'd go from hell straight to heaven, if shed just take a check Shes gone back to whorin, shes a good girl She got fish-net hoes and too much jerry curl I miss here when Im lonesome, when Im horny reall bad She ain't to cheap lord, but she's the best that I've had",0
Two Feet,Go Fuck Yourself,"Fucked and drank all night Acted all alright Had no need to fight Tonight, tonight Fucked and drank all night Acted all alright Had no need to fight Tonight, tonight Cast me far away Play these little games Actin' all okay Today, today Cast me far away Play these little games Actin' all okay Today, today",0
Kidz Bop Kids,greedy,"(Woo) I said, ""Are you serious? I've tried, but I can't figure out I've been next to you all day and still don't know what you're about You keep ta-ta-ta-talkin', but not much comin' out your mouth Can't you tell that I like you?"" I say, yeah I would like myself Baby, please believe me You doin' it all Just to know me, yeah, yeah So sure of yourself Baby, don't get greedy That just won't end well No, it won't end well (Uh-uh, uh-uh-uh, uh-uh, woo) I see you lookin' back down, but you'll never know much past my name Or how I'm runnin' this room around and I can't hear what you say Yeah, you're loo-loo-loo-lookin' at me like I care anyway Obvious that you like me, but I said He said, ""I'm just curious, is this for real or just an act? Can't tell if you even like me, never met someone like that Drive me so-so-so crazy, did you know you got that effect?"" I said, ""Let me check, yeah"" (I would like myself) (I would like myse-e-elf) I would like myself (I would like myself) (I would like myself) (Uh-uh, uh-uh-uh, uh)",1
Justin Bieber,Baby,"Oh, woah Oh, woah Oh, woah You know you love me (Yo), I know you care (Uh-huh) Just shout whenever (Yo), and I'll be there (Uh-huh) You are my love ( Yo ), you are my heart ( Uh-huh ) And we will never, ever, ever be apart ( Yo, uh-huh ) Are we an item? (Yo) Girl, quit playin' (Uh-huh) ""We're just friends"" (Yo), what are you sayin'? (Uh-huh) Said, ""There's another"" (Yo), and looked right in my eyes (Uh-huh) My first love broke my heart for the first time (Yo), and I was like (Uh-huh) Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine Oh, for you, I would've done whatever (Uh-huh) And I just can't believe we ain't together (Yo, uh-huh) And I wanna play it cool (Yo), but I'm losin' you (Uh-huh) I'll buy you anything (Yo), I'll buy you any ring (Uh-huh) And I'm in pieces (Yo), baby, fix me (Uh-huh) And just shake me 'til you wake me from this bad dream (Yo, uh-huh) I'm goin' down (Yo), down, down, down (Uh-huh) And I just can't believe my first love won't be around, and I'm like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh I thought you'd always be mine, mine (Luda) When I was thirteen, I had my first love There was nobody that compared to my baby, and nobody came between us nor could ever come above She had me goin' crazy, oh, I was starstruck She woke me up daily, don't need no Starbucks (Woo) She made my heart pound, and skip a beat when I see her in the street and At school on the playground, but I really wanna see her on the weekend She knows she got me dazin', 'cause she was so amazin' And now my heart is breakin', but I just keep on sayin' I'm gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now I'm all gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now I'm all gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now I'm all gone (Gone, gone, gone, gone), I'm gone",1
The Weeknd,Call Out My Name,"We found each other I helped you out of a broken place You gave me comfort But falling for you was my mistake I put you on top, I put you on top I claimed you so proud and openly And when times were rough, when times were rough I made sure I held you close to me So call out my name (Call out my name) Call out my name when I kiss you so gently I want you to stay (Want you to stay) I want you to stay even though you don't want me Girl, why can't you wait? (Why can't you wait, baby?) Girl, why can't you wait 'til I fall out of love? Won't you call out my name? (Call out my name) Girl, call out my name, and I'll be on my way and I'll be on my— I said I didn't feel nothing, baby, but I lied I almost cut a piece of myself for your life Guess I was just another pit stop 'Til you made up your mind You just wasted my time You were on top, I put you on top I claimed you so proud and openly, babe And when times were rough, when times were rough I made sure I held you close to me So call out my name (Call out my name, baby) So call out my name when I kiss you so gently (Ohh) I want you to stay (I want you to stay) I want you to stay even though you don't want me Girl, why can't you wait? (Girl, why can't you wait 'til I?) Girl, why can't you wait 'til I fall out of loving? Babe, call out my name (Say call out my name, baby) Girl, call out my name and I'll be on my way And, I'll be on my— On my way, on my way On my way, on my way, ooh On my way, on my way, on my way On my way, on my way, on my way (On my)",0
The Neighbourhood,Sweater Weather,"And all I am is a man I want the world in my hands I hate the beach, but I stand In California with my toes in the sand Use the sleeves of my sweater, let's have an adventure Head in the clouds, but my gravity's centered Touch my neck and I'll touch yours You in those little high-waisted shorts, oh She knows what I think about And what I think about One love, two mouths One love, one house No shirt, no blouse Just us, you find out Nothing that I wouldn't wanna tell you about, no 'Cause it's too cold for you here and now So let me hold both your hands in the holes of my sweater And if I may just take your breath away I don't mind if there's not much to say Sometimes the silence guides a mind To move to a place so far away The goosebumps start to raise The minute that my left hand meets your waist And then I watch your face Put my finger on your tongue 'cause you love the taste, yeah These hearts adore Everyone the other beats hardest for Inside, this place is warm Outside, it starts to pour Comin' down One love, two mouths One love, one house No shirt, no blouse Just us, you find out Nothin' that I wouldn't wanna tell you about No, no, no 'Cause it's too cold for you here and now So let me hold both your hands in the holes of my sweater 'Cause it's too cold for you here and now So let me hold both your hands in the holes of my sweater Woah Woah, woah, woah Woah, woah, woah, woah Woah, woah Woah, woah, woah, woah Woah, woah 'Cause it's too cold for you here and now So let me hold both your hands in the holes of my sweater 'Cause it's too cold for you here and now Let me hold both your hands in the holes of my sweater And it's too cold, it's too cold The holes of my sweater",0
keni can fly,R u here to play,"Do it, do it I think it's time we hunch down and get just downright hot and nasty Yuh I might just fuck around and turn into a sphynx We love ****in' on the sink Goin' stupid like I don't know how to think Still reachin' for a dream But how could I be upset when the sun sets lookin' beautiful? Undress in the garden, fuck a cubicle Obsessed, goin' all in, said ""what would you do?"" Like a couple hundred thousand dollars How unusual I say it What's the cost of this logic?",0
Flo Rida,Good Feeling,"Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah Yes, I can, doubt better leave, I'm runnin' with this plan Pull me, grab me, crabs in the bucket can't have me I'll be the president one day January first, oh, you like that gossip? Like you the one drinking what God sip, dot com Now I got a word for your tongue How many rolling stones you want? Yeah, I got a brand new spirit (Oh), speakin' and it's done Woke up on the side of the bed like I won (Oh) Talk like a winner, my chest to that sun G5 dealer, U.S. to Taiwan (Oh) Now who can say that? I wanna play back Mama knew I was a needle in a hay stack (Oh) A Bugatti boy, plus Maybach I got a feelin' it's a rap, ASAP [Chorus: Etta James, Etta James & Flo Rida ] Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah The mountain top, walk on water I got power, feel so royal One second, I'ma strike all you Diamond, platinum, no more for you Got adrenaline, never givin' in Givin' up's not an option, gotta get it in Witness, I got the heart of twenty men No fear, go to sleep in the lion's den (Oh) That flow, that spark, that crown You lookin' at the king of the jungle now (Oh) Stronger than ever, can't hold me down A hundred miles gunning from the pitcher's mound (Oh) Straight game face, it's game day See me running through the crowd full of melee (Oh) No trick plays, I'm Bill Gates Take a genius to understand me [Chorus: Etta James, Etta James & Flo Rida ] Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah Let's get it, let's get it I know you got the good feelin' Let's get it, let's get it Gotta love the life that we livin' Let's get it, let's get it I know you got the good feelin' Let's get it, let's get it Gotta love the life that we livin' [Chorus: Etta James, Etta James & Flo Rida ] Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah Oh, sometimes I get a good feeling, yeah I get a feeling that I never, never, never, never had before, no, no I get a good feeling, yeah (Oh) (Oh) (Oh) (Oh) Sometimes I get a good feeling",1
Kidz Bop Kids,Whatcha Say,"Wha-wha-wha-wha-what did she say? (J-J-J-J-J.R.) Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Jason Derulo) Mmh, that it's all for the best? Of course it is I was so wrong for so long Only tryin' to please myself Girl, I was caught up in her lust When I don't really want no one else So no, I know I should have treated you better But me and you were meant to last forever So let me in, give me another chance To really be your man 'Cause when the roof caved in, and the truth camе out I just didn't know what to do But when I become a star, wе'll be living so large I'll do anything for you So tell me, girl Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Oh whatcha say, whatcha say) Mmh, that it's all for the best? Of course it is Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Oh whatcha say, whatcha say) Wha-wha-wha-wha-what did she say? How could I live with myself Knowing that I let our love go And ooh, what I'd do with one chance I just gotta let you know I know what I did wasn't clever But me and you we're meant to be together So let me in, give me another chance To really be your man 'Cause when the roof caved in, and the truth came out I just didn't know what to do But when I become a star, we'll be living so large I'll do anything for you So tell me, girl Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Oh whatcha say, whatcha say) Mmh, that it's all for the best? Of course it is Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Oh whatcha say, whatcha say) Wha-wha-wha-wha-what did she say? Girl, tell me whatcha say I don't want you to leave me Though you caught me cheatin' Tell me, tell me whatcha say I really need you in my life 'Cause things ain't right, girl Tell me, tell me whatcha say I don't want you to leave me Though you caught me cheatin' Tell me, tell me whatcha say I really need you in my life 'Cause things ain't right 'Cause when the roof caved in, and the truth came out I just didn't know what to do (I just didn't know what to do) But when I become a star, we'll be living so large I'll do anything for you So baby whatcha say Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Oh whatcha say, whatcha say) Mmh, that it's all for the best? Of course it is Mmh, whatcha say Mmh, that you only meant well? Well, of course you did Mmh, whatcha say (Oh whatcha say, whatcha say) Wha-wha-wha-wha-what did she say? (Beluga Heights)",1
The Weeknd,Reminder,"Record man play my song on the radio You too busy tryna find that blue-eyed soul I let my black hair grow and my weed smoke And I swear too much on the regular We gon' let them hits fly, we gon' let it go If it ain't XO, then it gotta go I just won a new award for a kids show Talkin' 'bout a face numbin' off a bag of blow I'm like, goddamn, bitch, I am not a Teen Choice Goddamn, bitch, I am not a bleach boy Whip game, make a nigga understand though Got that Hannibal, Silence of the Lambo Hit the gas so hard make it rotate All my niggas blew up like a propane All these R&B niggas be so lame Got a sweet Asian chick, she go lo mein (Oh-oh-oh) You know me (Know me, uh, na-na-na-na-na ) You know me (Know me, know me, oh-oh-oh ) You know me (Know me, know me, na-na-na-na-na ) Every time you try to forget who I am I'll be right there to remind you again You know me (Pow, pow) You know me (Know me) Said I'm just tryna swim in somethin' wetter than the ocean Faded off a double cup, I'm mixin' up the potion All I wanna do is make that money and make dope shit It just seem like niggas tryna sound like all my old shit Everybody knows it, all these niggas know me Platinum off a mixtape, sippin' on that codeine Pour it in my trophies, roll until my nose bleed I'ma keep on singin' while I'm burnin' up that OG All my niggas get it, they make money all alone Rock a chain around they neck, makin' sure I'm gettin' home When I travel 'round the globe, make a couple mil' a show And I come back to my city, I fuck every girl I know Used to walk 'round with a slouch, had a mattress on the floor Now my shit straight, eatin' all day, tryna lose weight That good sex, we'll sweat it out Hotel bed springs, we'll wear it out I ain't gotta tell you 'Cause you know me (Oh-oh-oh) You know me (Know me, ah, na-na-na-na-na ) You know me (Know me, know me, oh-oh-oh ) You know me (Know me, know me, na-na-na-na-na ) Every time you try to forget who I am (Try to forget who I am) I'll be right there to remind you again (Hey) You know me (Pow, pow) You know me (Know me, know me) Why don't you shake somethin', shake somethin' For the Don? Don't you break nothin', break nothin' Baby girl, won't you work somethin', work somethin' For the Don? Don't you hurt nothin', hurt nothin' Baby girl, won't you shake somethin', shake somethin' (Shake some) For the Don? Don't you break nothin' (Break nothin'), break nothin' Baby girl, won't you work somethin' (Work), work somethin' For the Don? Don't you hurt nothin', hurt nothin' 'Cause you know me Girl, you know me You already know me Yeah, you know me Oh-oh-oh, na-na-na-na-na Oh-oh-oh, na-na-na-na-na Oh-oh-oh, na-na-na-na-na Oh-oh-oh, na-na-na-na-na",0
