Artist,TrackName,Lyrics,AgeAppropriate
The Firm,Satisfaction Guaranteed,"Mystery surrounds me and I wonder where Im going Theres a cloud above me and it seems to hide the way Im going straight ahead cause its the only way I know I wanna leave the past and live just for today Now then tell me, baby, do you need my love Tell me, baby, are you thinking of me Tell me, baby, what it is you need What kind of satisfaction guaranteed Sittin in the gutter with my head wrapped in my hands Ive been drinkin all night and I just cant stand the pain It took an awful lot of trouble just to make me understand Now its clear to me but will it ever be the same Now then tell me, baby, do you need my love Tell me, baby, are you thinking of me Tell me, baby, what it is you need What kind of satisfaction guaranteed Now then tell me, baby, do you need my love Tell me, baby, are you thinking of me Tell me, baby, what it is you need What kind of satisfaction guaranteed Head upon the highway just as fast as I could go I rode through the night and halfway through the day I had no direction, I didnt even want to know where I was going The only thing I knew was that I had to get away Now then tell me, baby, do you need my love Tell me, baby, are you thinking of me Tell me, baby, what it is you need What kind of satisfaction guaranteed Tell me, baby, tell me, baby, tell me, baby, do you need my love Now that Im here, yeah, do you need, do you need my love",0
Kidz Bop Kids,Give Your Heart A Break,"The day I first met you You told me, youd never fall in love Now that I get you I know fear is what it really was Now here we are, so close, yet so far Havent I passed the test When will you realize Baby Im not like the rest Dont wanna break your heart Wanna give your heart a break I know youre scared Its wrong like you might make a mistake Theres just one life to live And theres no time to waste to waste So let me Give your heart a break Give your heart a break Let me give your heart a break, your heart a break Oh yeah, yeah On Sunday you went home alone There were tears in your eyes I called your cell phone My love, but you did not reply The world is ours If you want it We can take it If you just take my hand Theres no turning back now Baby try to understand Dont wanna break your heart Wanna give your heart a break I know youre scared Its wrong like you might make a mistake Theres just one life to live And theres no time to waste to waste So let me Give your heart a break Give your heart a break Your heart a break, your heart a break Theres just so much you can take Give your heart a break Now give your heart a break, now your heart a break Oh yeah, yeah When your hands are on my hands And our hearts beat as one But you slip out of my finger tips Every time you run Oh Dont wanna break your heart Wanna give your heart a break I know youre scared Its wrong like you might make a mistake Theres just one life to live And theres no time to waste to waste So let me Give your heart a break Cause youve been hurt before I can see it in your eyes You try to smile it away Some things you cant disguise Dont wanna break your heart Maybe I can ease the pain Give your heart a break Your heart a break, now your heart a break Theres just so much you can take Give your heart a break Now give your heart a break, your heart a break Oh yeah, yeah The day I first met you You told me, youd never fall in love",1
Ninjago Music,LEGO Ninjago The WEEKEND WHIP,"Go Its time for trainin and were gettin started Its on, you know And we wanna see you whip and shout it We rock, you roll They say, Go slow And everything just stands so still We say, Go, go Were ready for the fight, we know the drill Monday mornin and we feel defeated Seems so long ago Tuesdays comin, we just keep on beatin Til were in our zone They say, Go slow And everything just stands so still We say, Go, go Youre gonna see us rip into it, just Jump up, kick back, whip around and spin And then we jump back, do it again Ninja Go, ninja Go Come on, come on Were gonna do it again We just jump up, kick back, whip around and spin And then we jump back, do it again Ninja Go, ninja Go Come on, come on And do the Weekend Whip, yeah Wednesday mornin and we soon discover We gotta push our game We slept on Thursday just to get it over The whips a day away Jump up, kick back, whip around and spin And then we jump back, do it again Ninja Go, ninja Go Come on, come on Were gonna do it again We just jump up, kick back, whip around and spin And then we jump back, do it again Ninja Go, ninja Go Come on, come on And do the Weekend Whip, yeah Yeah They say, No, no But we dont wanna sit around no more We say, Go, go Youre gonna see us rip into it, we just Jump up, kick back, whip around and spin And then we jump back do it again And then we jump back do it again Ninja Go, ninja Go Come on, come on Were gonna do it again We just jump up, kick back, whip around and spin And then we jump back do it again Ninja Go, ninja Go Come on, come on And do the Weekend Whip The whip Ninja Go, ninja Go Come on, come on, come on And do the Weekend Whip Jump up, kick back, whip around and spin",1
cupcakKe,Deepthroat,"Molly on the beat Hump me, fuck me Daddy, better make me choke You better Hump me, fuck me My tunnel loves to deep throat It do Lick, lick, lick, lick I lick it I want to eat yo dick I do But I cant fuck up my nails I cant So Ima pick it up with chopsticks Mouth wide open, mouth wide open Mouth wide open like I was at the dentist Mouth wide open, mouth wide open Put it so deep, I cant speak a sentence Mouth wide open Ah, mouth wide open Ah Mouth wide open like I was at the dentist Mouth wide open Ah, mouth wide open Ah Put it so deep, I cant speak a sentence My fingers in it, gentle Yeah Explore this nigga mental Ima write my name on his dick His dick Dont need a pen or a pencil No, I dont All I need is my body My body My pussy pink just like salami Ooh Dont need no drink to get naughty No Cause bitch, Im not Bill Cosby Im not My pussy mean, and its clean It is Im not a squirter, I cream Squirt, squirt Keep it smelling like baby wipes I never smell like sardines Ew This will never fucking end It wont Ballerina that dick when I spin I do it I fucked this nigga so good I aint swallow one kid, I think I swallowed twins Ah Hump me, fuck me Daddy better make me choke You better Hump me, fuck me My tunnel loves to deep throat It do Lick, lick, lick, lick I lick it I want to eat yo dick I do But I cant fuck up my nails I cant So Ima pick it up with chopsticks Mouth wide open, mouth wide open Mouth wide open like I was at the dentist Mouth wide open, mouth wide open Put it so deep, I cant speak a sentence Mouth wide open Ah, mouth wide open Ah Mouth wide open like I was at the dentist Mouth wide open Ah, mouth wide open Ah Put it so deep I cant speak a sentence Just come put it down my butt My butt Lets shoot a movie, no cuts Ride the dick, get my nipples licked Thats breastfeeding while we fuck Sexy Finna get the dick wet and firm Firm You better sweat me out of my perm My perm Cant wait til its my turn I wanna blow bubbles with sperm I blow Wanna hit it from the back Let me arch my back Once I arch my back That mean attack this pussy Dont need a pornstar Cause Im the moderin All my spit on his dick Sound like Im gargling Make him bust three nuts, is the task Ah My panties stuck in my ass Ah So I pulled them down to show him the pearl Made his pubic hairs curl fast Fuck this pussy, fuck this pussy Fuck this pussy, come fuck this pussy Fuck this pussy, fuck this pussy Fuck this pussy, come fuck this pussy",0
The Weeknd,House Of Balloons / Glass Table Girls,"Woah, Woahohohohohohoh Uh Uh huh Yeaheah Been on a further level since you came, no more pain You look into my eyes, you cant recognize my face Youre in my world now, you can stay, you can stay But you belong to me, ooh, you belong to me If it hurts to breathe, open a window Wooooh Oh, your mind wants to leave Yeah, but you cant go, oh This is a happy house A happy house Were happy here Were happy here In a happy house Oh, this is fun, fun, fun, fun Fun, fun, fun, fun Fun, fun, fun, fun Woah Woah, WoahOhOhOhOhOhOh Music got you looost Nights pass so much quicker than the days did Same clothes, you aint ready for your day shift This place will burn you uuup Baby, its okay, them my niggas next door And they working in the trap, so get naughty if you want So blame it on me that you didnt call you home Oh, just dont blame it on me girl, cause you wanted to have fun If it hurts Woo, woo to breathe, open a window Yeah, yeah, yeah Oh, your mind wants to leave, but you cant go Ooh This is a happy house Were happy here in a happy house Oh, this is fun, fun, fun, fun This is fun Fun, fun, fun, fun This is fun to me Fun, fun, fun, fun Woah Woah Woah, Woahohohohohohoh Bring the 707 out Bring the 707 out Bring the 707 out Bring the 707 out Bring the 707 out Bring the 7 Two puffs for the lady who be down for that Whatever, together Bring your own stash of the greatest, trade it Roll a dub, burn a dub, cough a dub, taste it Then watch us chase it With a handful of pills, no chasers Jaw clenching on some supersized papers She bad and her head bad Escaping, her van is a Wonderland And its halfpast six Read skies cause time dont exist But when the stars shine back to the crib Superstar lines back at the crib And we can test out the tables We got some brand new tables All glass and its four feet wide But its a must to get us ten feet high She give me sex in a handbag I get her wetter than a wet nap And no closed doors So I listen to her moans echo I heard he do drugs now You heard wrong, I been on it for a minute We just never act a fool, thats just how we fuckin live it And when we act a fool, its probably cause we mixed it Yeah, Im always on that okeydokey Them white boys know the deal, aint no fuckin phony Big O know the deal, he the one who showed me Watch me ride this fucking beat like he fuckin told me Is that your girl, whats her fucking story She kinda bad but she ride it like a fucking pony I cut down on her man, be her fuckin story Yeah, Im talking bout you, man, get to know me Aint no offense, though, I promise you If you a real man, dude, you gon decide the truth But Im a nice dude with some nice dreams And we could turn this to a nightmare Elm Street La, la, la, la, la, la, la, la Im so gone, so gone Bring out the glass tables Ooh, ooh Bring the 707 out La, la, la, la, la, la, la, la Im so gone, so gone Bring out the glass tables La, la, la, la, la, la, la, la Ooh, ooh The 707 out La, la, la, la, la, la, la, la Im so gone, so gone Bring out the glass tables La, la, la, la, la, la, la, la Ooh, ooh Put the 707 out La, la, la, la, la, la, la, la Im so gone, so gone Bring out the glass tables Put the 707 out La, la, la, la, la, la, la, la 707 out La, la, la, la, la, la, la, la 707 out La, la, la, la, la, la, la, la Oh La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la",0
Rodney Carrington,Letter To My Penis,"Dear Penis I dont think I like you anymore You used to watch me shave Now all you do is stare at the floor Oh dear Penis I dont like you anymore It used to be you and me A paper towel, and a dirty magazine Thats all we needed to get by Now it seems things have changed I think that youre the one to blame Dear Penis I dont like you anymore Now he sings Dear Rodney I dont think I like you anymore Cause when you get to drinkin You put me places Ive never been before Dear Rodney I dont like you anymore Why cant we just get a grip On our man to hand relationship Come to terms with truly how we feel If we put our heads together Wed just stay home forever Dear Penis I think I like you after all Oh and Rodney While yer shavin Shave my balls",0
Barbie,Perfect Day,"Suns up, a little after twelve Make breakfast for myself, leave the work for someone else People say, they say that its just a phase They tell me to act my age, well I am On this perfect day Nothings standing in my way On this perfect day When nothing can go wrong Its the perfect day Tomorrows gonna come too soon I could stay, forever as I am On this perfect day Suns down, a little after ten I pick up all my friends In my MercedesBenz Wake up, dont tell me its just a dream Cause when Ive had enough Youll hear me say Now dont you try to rain on my Perfect day, nothings standing in my way On this perfect day When nothing can go wrong Its the perfect day Tomorrows gonna come too soon I could stay, forever as I am On this perfect day La, la, la La, la, la La, la, la La, la, la, la, la, la, la Im in the race but Ive already won La, la, la And getting there can be half the fun La, la, la So dont stop me till Im good and done La, la, la Dont you try to rain on my La, la, la, la, la, la, la Perfect day Its the perfect day Its the perfect day Nothings gonna bring me down I could stay forever as I am Forever as I am On this perfect day Nothings standing in my way On this perfect day Nothing can go wrong On this perfect day Im in the race but Ive already won Won, won And getting there can be half the fun On this perfect day So dont stop me till Im good and done Dont you try to rain on my Perfect day Perfect day On this perfect day Yeah On this perfect day",1
Meghan Trainor,Better When I'm Dancin',"Hmm, hey, mmm Hey Dont think about it Just move your body Listen to the music Sing, oh, ey, oh Just move those left feet Go ahead, get crazy Anyone can do it Sing, oh, ey, oh Show the world you got that fire Fire Feel the rhythm gettin louder Show the room what you can do Prove to them you got the moves, hey I dont know about you But I feel better when Im dancin, yeah, yeah Better when Im dancin, yeah, yeah We can do this together I bet you feel better when youre dancin, yeah, yeah Papapadada Lalalaladada Lalalaladada Papadada When you finally let go And you slay that solo Cause you listen to the music Sing, oh, ey, oh Cause youre confident, babe And you make your hips sway We knew that you could do it Sing, oh, ey, oh Show the world you got that fire Fire, baby Feel the rhythm gettin louder Hey, hey Show the room what you can do Prove to them you got the moves Hey I dont know about you But I feel better when Im dancin, yeah, yeah Better when Im dancin, yeah, yeah Oh We can do this together I bet you feel better when youre dancin, yeah, yeah, hey Papapadada Lalalaladada Lalalaladada Come on Papadada Papapadada Lalalaladada Lalalaladada Papadada Ey Oh, ey, oh Oh, ey, oh I feel better when Im dancin Oh, ey, oh Im better when Im dancin Oh, ey, oh Oh, ey, oh Oh, ey, oh I feel better when Im dancin, yeah, yeah Better when Im dancin, yeah, yeah Dont you know we can do this together Bet you feel better when youre dancin, yeah, yeah Papapadada Lalalaladada Lalalaladada You got to move it Papadada Papapadada Lalalaladada I feel better when Im dancin Better when Im dancin Feel better when Im, yeah, yeah",1
SoMo,Make Up Sex,"Work it out, up and down Sweat it out, make up sex Twerk it out, up and down Sweat it out, make up sex Im tired, youre wired Why fight Its just the same thing Tonight is my final love battle Cause girl, Im hungover Lets just start over Gotta be more to love than this We should be naughty Connect our bodies You know Im on it Im on my knee Lets start it, start it Lets start it up Another shot at love Lets start it, start it Cant get enough Lets start it, start it We can just Work it out, up and down Sweat it out, make up sex Twerk it out, up and down Sweat it out, make up sex Lets start it up Another shot at love Lets start it, start it Cant get enough Lets start it, start it We can just Work it out, up and down Sweat it out, make up sex Twerk it out, up and down Sweat it out, make up sex I mightve lost sight of Your wants and needs But Im done running From what I, I know I can be, oh Just start it up Lets start it, start it Lets start it up Another shot at love Lets start it, start it Cant get enough Lets start it, start it We can just Work it out, up and down Sweat it out, make up sex Twerk it out, up and down Sweat it out, make up sex Lets start it up Another shot at love Lets start it, start it Cant get enough Lets start it, start it We can just Work it out, up and down Sweat it out, make up sex Twerk it out, up and down Sweat it out, make up sex",0
zandros,need to know,"Yeaheah, yeah Uh, uhhuh You look like you have a story I wanna know about yeah, yeah Let me be a new chapter Turn a page and let me Give you something to talk about Cause I dont wanna be a stranger Ooh, shawty, Im feeling you Baby girl, can you be my brand new muse Cause I need to know what its like Girl, I need to know Late night party just for us two You got my attention The first time that I met you Got me hypnotized Looking in your eyes Got me touching you Right between your Personally, I can care less If you got a man, girl What you do with me No one ever got to know, girl Up, down, you my private dancer Oh yeah, I need me a session Late night party just for us two You got my attention The first time that I met you Got me hypnotized Looking in your eyes Got me touching you Right between your Personally, I can care less If you got a man, girl What you do with me No one ever got to know, girl Up, down, you my private dancer Oh yeah, I need me a session",0
Bruno Mars,When I Was Your Man,"Same bed, but it feels just a little bit bigger now Our song on the radio, but it dont sound the same When our friends talk about you, all it does is just tear me down Cause my heart breaks a little when I hear your name It all just sounds like Ooh, ooh Mm, too young, too dumb to realize That I shouldve bought you flowers And held your hand Shoulda gave you all my hours When I had the chance Take you to every party Cause all you wanted to do was dance Now my babys dancin But shes dancin with another man Uh, my pride, my ego, my needs, and my selfish ways Caused a good, strong woman like you to walk out my life Now Ill never, never get to clean up the mess I made, oh And that haunts me every time I close my eyes Although it hurts Ill be the first to say that I was wrong Oh, I know Im probably much too late To try and apologize for my mistakes But I just want you to know I hope he buys you flowers I hope he holds your hand Give you all his hours When he has the chance Take you to every party Cause I remember how much you love to dance Do all the things I shouldve done When I was your man Do all the things I shouldve done When I was your man",1
PLAZA,Love You Again,"I can feel it now Feel em watchin now Imma enter slow with my eyes in hers Just to make her, make her trust me, make her trust me Its all lies Baby, its all lies Girl, who else gon fuck makin you say please Im gonna make em love me, make em love me I dont give a damn what they sayin, babe Ive been making waves with these serenades I been in these shadows singing ooh, aah They been in these shadows getting me off Every night I resurrect us, baby Mix it with the absinthe, ooh shes ready Yeah, I got everything I wanted, then I think of you Love, you know I wanna fuck you again, love you again, babe Make you cum again Make you cum again Love, you know Im here to fuck you again, love you again, babe Make you cum again Make you cum again Take whatevers round just to drown it out All I feel is the praise, is the high Yeah, theres a new king now So every night they work it for me Baby, put that skin all on me Baby, taste yourself off of me, yeah I dont chase it, never chase it Oh, I make her wait Yeah, I make her wait Oh, make her wait You know I can resurrect you, baby Mix it with the absinthe, ooh shes ready again, again, again Yeah, now you want me, now you want it, yeah Yeah, yeah Yeah, now you want me, now you want it, yeah Yeah, oh Love, you know I wanna fuck you again, love you again, babe Make you cum again Make you cum again Love, you know I wanna fuck you again, love you again, babe Make you cum again Make you cum again Love, you know Im here to fuck you again, love you again, babe Make you cum again Make you cum again",0
Dua Lipa,Levitating,"If you wanna run away with me, I know a galaxy And I can take you for a ride I had a premonition that we fell into a rhythm Where the music dont stop for life Glitter in the sky, glitter in my eyes Shining just the way I like If youre feeling like you need a little bit of company You met me at the perfect time You want me, I want you, baby My sugarboo, Im levitating The Milky Way, were renegading Yeah, yeah, yeah, yeah, yeah I got you, moonlight, youre my starlight I need you all night, come on, dance with me Im levitating You, moonlight, youre my starlight Youre the moonlight I need you all night, come on, dance with me Im levitating I believe that youre for me, I feel it in our energy I see us written in the stars We can go wherever, so lets do it now or never Baby, nothings ever, ever too far Glitter in the sky, glitter in our eyes Shining just the way we are I feel like were forever every time we get together But whatever, lets get lost on Mars You can fly away with me tonight You can fly away with me tonight Baby, let me take you for a ride Yeah, yeah, yeah, yeah, yeah Im levitating Woo You can fly away with me tonight You can fly away with me tonight Baby, let me take you for a ride Yeah, yeah, yeah, yeah, yeah Woo My love is like a rocket, watch it blast off And Im feeling so electric, dance my ass off And even if I wanted to, I cant stop Yeah, yeah, yeah, yeah, yeah My love is like a rocket, watch it blast off And Im feeling so electric, dance my ass off And even if I wanted to, I cant stop Yeah, yeah, yeah, yeah, yeah You want me, I want you, baby My sugarboo, Im levitating The Milky Way, were renegading I got you Yeah, moonlight, youre my starlight I need you all night All night, come on, dance with me Im levitating Woo You can fly away with me tonight Tonight You can fly away with me tonight Baby, let me take you for a ride Yeah, yeah, yeah, yeah, yeah Take you for a ride Im levitating Woo You can fly away with me tonight Tonight You can fly away with me tonight Baby, let me take you for a ride Yeah, yeah, yeah, yeah, yeah Let me take you for a ride I got you, moonlight, youre my starlight You are my starlight I need you all night, come on, dance with me Come on, dance with me Im levitating You, moonlight, youre my starlight Youre the moonlight I need you all night, come on, dance with me Im levitating",1
Kidz Bop Kids,Kill Em With Kindness,"The world can be a nasty place You know it, I know it, yeah We dont have to fall from grace Put down the words you fight with Kill em with kindness Kill em with kindness Kill em, kill em, kill em with kindness Kill em with kindness Kill em with kindness Go ahead, go ahead, go ahead now Were running out of time Chasing our lies Every day a small piece of you cries Always somebody Youre willing to fight, to be right Your lies are hurtin And its no fun And no war in anger Was ever won Put out the fire before igniting Next time youre fighting Kill em with kindness Kill em with kindness Kill em, kill em, kill em with kindness Kill em with kindness Kill em with kindness Go ahead, go ahead, go ahead now Go ahead, go ahead now Go ahead, go ahead now Your lies are hurtin And its no fun No war in anger Was ever won Put out the fire before igniting Next time youre fighting Go ahead, go ahead now Go ahead, go ahead now Go ahead, go ahead now",1
Harry Styles,Late Night Talking,"Things havent been quite the same Theres a haze on the horizon, babe Its only been a couple of days and I miss you, mmm, yeah When nothing really goes to plan You stub your toe or break your camera Ill do everything I can to help you through If youre feeling down, I just wanna make you happier, baby Wish I was around, I just wanna make you happier, baby Weve been doin all this latenight talkin Bout anything you want until the morning Now youre in my life I cant get you off my mind Ive never been a fan of change But Id follow you to any place If its Hollywood or Bishopsgate, Im coming, too If youre feeling down, I just wanna make you happier, baby Wish I was around, I just wanna make you happier, baby Weve been doin all this latenight talkin Bout anything you want until the morning Now youre in my life I cant get you off my mind Cant get you off my mind Cant get you off my mind Cant get you off my mind I wont even try I wont even try To get you off my mind Get you off my mind Cant get you off my mind All this latenight talking Cant get you off my mind All this latenight talking I wont even try All this latenight talking Cant get you off my All this latenight talking",1
Miguel,Adorn,"Shes art dealer chic Would you be my friend, my freak Uh, shes art dealer chic Yeah Would you be my friend, my freak These lips Would you be my f Cant wait to taste your skin My friend, my freak Baby, no, oh, no Would you be my friend, my freak And these eyes, yeah I cant wait to see your grin Art dealer chic Ooh, ooh, baby Just let my love Just let my love adorn you Art dealer chic Please, baby Would you be my friend, my freak Yeah, you gotta know, you gotta know You know that I adore you Art dealer chic Yeah, baby Would you be my friend, my freak Baby these fists Art dealer chic Will always protect you My friend, my freak Lady Would you be my friend, my freak And this mind Will never neglect you Art dealer chic Yeah baby Would you be my, ooh, ooh And if they try to break us down Oohooh Dont let that affect us No, baby You just gotta let my love Let my love, let my love adorn you Art dealer chic Ahh, lelelelet it dress you down You gotta know, you gotta know Know that I adore you Art dealer chic Just that, baby Oh, let my love adorn you, baby Dont you ever, dont you let nobody tell you different, baby Ill always adore you You gotta know now You gotta know nanahnow, yeah Would you be my friend, my freak Oh, yeah, uh The same way that the stars adorn the skies, yeah Every night, babe Now look up sugar Every night, babe Now hey, hey, hey The same way that my whole worlds in your eyes When I look in your eyes babe Ooh, and its time now And you know its time babe Just let, let my love Do you, baby Hey, lelelelet it dress you down You got to know baby, oh you gotta know That I adorn you, yeah Oh, love aint never looked so good on you Oh, put it on, baby Let my love adorn You",0
Kevin Bloody Wilson,The Builder,"Verse School holidays were draggin on He was gettin really bored And his Mum had started poppin pills She was climbin up the walls So when he asked her could he go across The buildin site and play She just popped another pill n just said Dont get in the way So he chucked his little toolbox In his billycart n left While his Mum knocked up a cuppa Laced with valium and Bex She needed all the help she could To cope with holidays But the pills and powders werent enough When he got home from play  n said  Chorus I wanna be a fckin builder when I grow up  eh, Mum And build fckin houses everywhere, millions of the cnts A bricky or a chippy, eh Mum, I dont give a fck I just wanna be a fckin builder when I grow up Verse It seemed the sawnoff shit Had listened to the builders while they worked And hed remembered everything  Word for fckin word And his shellshocked Mum just sat there As he went on to explain How some wanker lost the fckin plans Then found the cnts again And how some dickhead missed the fckin nail And hit his fckin thumb And how they shaved a mickey whisker Off the door to close the cnt And his voice was so excited Best fun hed ever had And can I go back tomorrow, Mum Cant wait till I tell Dad, how  Chorus I wanna be a fckin builder when I grow up And build fckin houses everywhere, millions of the cnts A bricky or a chippy, really, I dont give a fck I just wanna be a fckin builder when I grow up Verse His Mum was scoffin scotch and serepax And propped against the fridge And when his Dad got home she dribbled Tell your father what you said So the young bloke give his Dad a serve The air was turnin blue Fck the weather, fck the foreman N fck the unions, too His old man turned fckin purple N his whole body started to twitch Until finally he exploded Go and get a switch But the young bloke shook his head N said, No way, mate, Ive knocked off Anyway, you cn go n get rooted Cause thats a fckin electricians job Chorus Cause I wanna be a fckin builder when I grow up And build fckin houses everywhere, millions of the cnts A bricky or a chippy, not a sparky, go get fcked I just wanna be a fckin builder when I grow up Yeah, I wanna be a fckin builder when I grow up And build fckin houses everywhere, millions of the cnts A bricky or a chippy, you cranky bastard, go get fcked I just wanna be a fckin builder when I grow up Yeah, I wanna be a fckin builder when I grow up And build fckin houses everywhere, millions of the cnts A bricky or a chippy, youre not me foreman, go get fcked I just wanna be a fckin builder when I grow up",0
The Neighbourhood,Daddy Issues,"Take you like a drug I taste you on my tongue You ask me what Im thinking about I tell you that Im thinking about Whatever youre thinking about Ah Tell me somethin then Ill forget And you might have to tell me again Its crazy what you do for a friend Go ahead and cry, little girl Nobody does it like you do I know how much it matters to you I know that you got daddy issues And if you were my little girl Id do whatever I could do Id run away and hide with you I know that you got daddy issues, and I do too I tried to write your name in the rain But the rain never came So I made with the sun The shade Always comes at the worst times Ah You ask me what Im thinking about I tell you that Im thinking about Whatever youre thinking about Tell me somethin then Ill forget And you might have to tell me again Its crazy what you do for a friend Go ahead and cry, little girl Nobody does it like you do I know how much it matters to you I know that you got daddy issues And if you were my little girl Id do whatever I could do Id run away and hide with you I know that you got daddy issues I keep on tryin to let you go Im dyin to let you know How Im getting on I didnt cry when you left at first But now that youre dead it hurts This time I gotta know Where did my daddy go Im not entirely here Half of me has disappeared Go ahead and cry, little boy You know that your daddy did too You know what your mama went through You gotta let it out soon, just let it out Go ahead and cry, little girl Nobody does it like you do I know how much it matters to you I know that you got daddy issues And if you were my little girl Id do whatever I could do Id run away and hide with you I know that you got daddy issues, and I do too If you were my little girl Id do whatever I could do Id run away and hide with you I know that you got daddy issues, and I do too",0
Rodney Carrington,The Night The Bar Closed Down,"The bar will soon be closing And lights theyre all turned down Theres 3 girls in a corner booth The fat one shes passed out Her friends they called me over And it turned out she was stuck With the help of 4 big bouncers We put her in my truck Me  old Jack Daniels Had been together most of the night Somehow hed convinced me She was the prettiest thing in sight I got her home I opened the door And I rolled her to my bed The lights came on she opened her eyes And this is what she said Wmmmmwmmmm wmmmmmmm Wmmmmwmmmmwmmmmmmmwmmm Morning came, that sun was up  there to my surprise Was a big old girl with no clothes on And Oprah Winfrey thighs I sat up  fear set in I found we were alone She said that she was hungry Whilst she was nibbling on a chicken bone The words she said next scared me And today the haunt me still She said I hope youve got a steady job cowboy I said whys that sheila She said Im not on the pill thats why I said oh With that in mind I tried to run Lord I tried to get away She ran me down  hopped on top And heres all I could say Huh oh wmmmm get off mewmmmm wmmmmmmm Wmmmmohh your crushing mewmmmmwmmmmmmm Get off ohohohwmmmahh get off me you Heffer",0
Super Simple Songs,Five Little Ducks,"Five little ducks went out one day Over the hill and far away Mother duck said, Quack, quack, quack, quack But only four little ducks came back One, two, three, four Four little ducks went out one day Over the hill and far away Mother duck said, Quack, quack, quack, quack But only three little ducks came back One, two, three Three little ducks went out one day Over the hill and far away Mother duck said, Quack, quack, quack, quack But only two little ducks came back One, two Two little ducks went out one day Over the hill and far away Mother duck said, Quack, quack, quack, quack But only one little duck came back One One little duck went out one day Over the hill and far away Mother duck said, Quack, quack, quack, quack But none of the five little ducks came back Sad mother duck went out one day Over the hill and far away Mother duck said, Quack, quack, quack, quack And all of five little ducks came back Five little ducks went out to play Over the hill and far away Mother duck said, Quack, quack, quack, quack And all of the five little ducks came back",1
My Little Pony,Under Our Spell,"Oh whoaoh, oh whoaoh You didnt know that you fell Oh whoaoh, oh whoaoh Now that youre under our spell Blindsided by the beat Clapping your hands, stomping your feet You didnt know that you fell Ohohohohoh Now youve fallen under our spell Ohohohohoh Weve got the music, makes you move it Got the song that makes you lose it We say Jump, you say How high Put your hands up to the sky Weve got the music, makes you move it Got the song that makes you lose it We say Jump, you say How high Put your hands up to the sky Oh whoaoh, oh whoaoh oh, oh, whoa You didnt know that you fell Oh whoaoh, oh whoaoh oh, oh Now that youre under our spell Listen to the sound of my voice Ohoh, whoaoh Soon, youll find you dont have a choice Ohohohoh Captured in the web of my song Ohoh, whoaoh Soon, youll all be singing along Ohohoh Weve got the music, makes you move it Got the song that makes you lose it We say Jump, you say How high Put your hands up to the sky Weve got the music, makes you move it Got the song that makes you lose it We say Jump, you say How high Put your hands up to the sky Oh whoaoh, oh whoaoh oh, oh, whoa You didnt know that you fell Oh whoaoh, oh whoaoh oh, oh Now that youre under our spell Maniacal laughter",1
Kidz Bop Kids,What A Girl Wants - Redo Version,"What a girl wants, what a girl needs Whatever makes me happy sets you free What a girl wants, what a girl needs Whatever keeps me in your arms, yeah, cmon I wanna thank you for givin me time to breathe Like a rock, you waited so patiently While I got it together, while I figured it out I only looked, but I never touched Cause in my heart was a picture of us Holdin hands, makin plans And its lucky for me you understand What a girl wants, what a girl needs Whatever makes me happy sets you free And Im thankin you for knowin exactly What a girl wants, what a girl needs Whatever keeps me in your arms And Im thankin you for bein there for me A weaker man might have walked away But you had faith strong enough To move over and give me space While I got it together, yeah, while I figured it out They say, if you love somethin, let it go If it comes back, its yours and thats how you know Its for keeps, yeah, its for sure And youre ready and willin to give me more than What a girl wants, what a girl needs Whatever makes me happy sets you free And Im thankin you for givin it to me What a girl wants, what a girl needs Whatever keeps me in your arms And Im thankin you for bein there for me Oh baby, oh darlin, I thank you, thank you, oh yeah I found me somebody sensitive and tough Somebody down when the goin gets rough Every night hell be givin his love To just warm down, warm down, warm Somebody cool, but tender too Somebody, baby, just like you Can keep me hangin around With the one who always knew What a girl wants, what a girl needs Whatever makes me happy sets you free Ooh, Im thankin you for bein there for me What a girl wants, what a girl needs Whatever keeps me in your arms Whatever keeps me in your arms Is what I need What a girl wants, what a girl needs Whatever makes me happy sets you free And Im thankin you for givin it to me What a girl wants, what a girl needs Whatever keeps me in your arms And Im thankin you for bein there What you got is what I need All that you want What I want, oh yeah Oh baby, oh darlin, I thank you Thank you for givin me what I need And for what I want, oh yeah Incomprehensible whenever youre not there Incomprehensible oh yeah A girl wants",1
